transaction_id,date,amount,type,category,merchant,is_recurring,is_anomaly,notes
TXN-1246,2026-07-26,37.44,EXPENSE,Dining out & Entertainment,Chipotle Mexican Grill,False,False,Daily transaction
TXN-1247,2026-07-27,98.92,EXPENSE,Travel & Rideshare,Delta Air Lines,False,False,Daily transaction
TXN-1248,2026-07-28,112.52,EXPENSE,Travel & Rideshare,Delta Air Lines,False,False,Daily transaction
TXN-1249,2026-07-28,93.17,EXPENSE,Dining out & Entertainment,Sushi Zen Restaurant,False,False,Daily transaction
TXN-1250,2026-07-28,9.88,EXPENSE,Dining out & Entertainment,Chipotle Mexican Grill,False,False,Daily transaction
TXN-1251,2026-07-29,47.41,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1252,2026-07-29,65.27,EXPENSE,Groceries & Food,Costco Wholesale,False,False,Daily transaction
TXN-1253,2026-07-30,95.69,EXPENSE,Groceries & Food,Local Organic Market,False,False,Daily transaction
TXN-1254,2026-07-31,118.86,EXPENSE,Travel & Rideshare,Chevron Gas Station,False,False,Daily transaction
TXN-1255,2026-08-01,4250.0,INCOME,Salary & Income,Tech Corp Payroll,True,False,Bi-weekly paycheck deposit
TXN-1256,2026-08-01,2400.0,EXPENSE,Housing & Rent,Skyline Apartments LLC,True,False,Monthly apartment rent payment
TXN-1257,2026-08-01,54.78,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1258,2026-08-01,16.2,EXPENSE,Dining out & Entertainment,Chipotle Mexican Grill,False,False,Daily transaction
TXN-1259,2026-08-02,84.28,EXPENSE,Travel & Rideshare,Uber Trip,False,False,Daily transaction
TXN-1260,2026-08-03,62.84,EXPENSE,Travel & Rideshare,Chevron Gas Station,False,False,Daily transaction
TXN-1261,2026-08-03,98.24,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1262,2026-08-05,14.99,EXPENSE,Subscriptions & SaaS,Netflix Monthly,True,False,Regular active subscription
TXN-1263,2026-08-05,9.99,EXPENSE,Subscriptions & SaaS,Spotify Premium,True,False,Regular active subscription
TXN-1264,2026-08-05,49.99,EXPENSE,Subscriptions & SaaS,Forgotten Gym Membership,True,True,Flagged unused subscription
TXN-1265,2026-08-05,89.0,EXPENSE,Subscriptions & SaaS,AWS Cloud Services,True,True,Flagged unused subscription
TXN-1266,2026-08-05,115.36,EXPENSE,Dining out & Entertainment,Sushi Zen Restaurant,False,False,Daily transaction
TXN-1267,2026-08-05,112.7,EXPENSE,Dining out & Entertainment,AMC Movie Theater,False,False,Daily transaction
TXN-1268,2026-08-05,56.21,EXPENSE,Dining out & Entertainment,AMC Movie Theater,False,False,Daily transaction
TXN-1269,2026-08-06,33.56,EXPENSE,Dining out & Entertainment,Starbucks Coffee,False,False,Daily transaction
TXN-1270,2026-08-07,970.72,EXPENSE,Dining out & Entertainment,Emergency Electronics Repair,False,True,Unusual high spending spike flagged by Auditor Agent
TXN-1271,2026-08-08,85.57,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1272,2026-08-08,57.23,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1273,2026-08-08,82.74,EXPENSE,Groceries & Food,Whole Foods Market,False,False,Daily transaction
TXN-1274,2026-08-10,40.31,EXPENSE,Travel & Rideshare,Delta Air Lines,False,False,Daily transaction
TXN-1275,2026-08-10,6.43,EXPENSE,Groceries & Food,Whole Foods Market,False,False,Daily transaction
TXN-1276,2026-08-11,109.86,EXPENSE,Groceries & Food,Whole Foods Market,False,False,Daily transaction
TXN-1277,2026-08-11,61.95,EXPENSE,Travel & Rideshare,Lyft Ride,False,False,Daily transaction
TXN-1278,2026-08-11,73.92,EXPENSE,Travel & Rideshare,Uber Trip,False,False,Daily transaction
TXN-1279,2026-08-12,49.76,EXPENSE,Dining out & Entertainment,Chipotle Mexican Grill,False,False,Daily transaction
TXN-1280,2026-08-12,71.35,EXPENSE,Dining out & Entertainment,Sushi Zen Restaurant,False,False,Daily transaction
TXN-1281,2026-08-13,17.93,EXPENSE,Travel & Rideshare,Uber Trip,False,False,Daily transaction
TXN-1282,2026-08-14,109.63,EXPENSE,Groceries & Food,Trader Joe's,False,False,Daily transaction
TXN-1283,2026-08-14,106.77,EXPENSE,Dining out & Entertainment,Starbucks Coffee,False,False,Daily transaction
TXN-1284,2026-08-14,116.46,EXPENSE,Dining out & Entertainment,Starbucks Coffee,False,False,Daily transaction
TXN-1285,2026-08-15,4250.0,INCOME,Salary & Income,Tech Corp Payroll,True,False,Bi-weekly paycheck deposit
TXN-1286,2026-08-15,25.93,EXPENSE,Dining out & Entertainment,Chipotle Mexican Grill,False,False,Daily transaction
TXN-1287,2026-08-15,44.24,EXPENSE,Travel & Rideshare,Chevron Gas Station,False,False,Daily transaction
TXN-1288,2026-08-16,71.27,EXPENSE,Travel & Rideshare,Lyft Ride,False,False,Daily transaction
